Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
GRND,Grindr Inc.,5.46,17.41935484,0.81,Neutral,2949304,16103199.84,947442940.4029574,,-0.2414,,Technology Services,-218.65299977,,66.83624454
WALD,Waldencast plc,8.8,-3.03030303,-0.275,Strong Sell,105888,931814.4,946570135.9250588,,-1.0784,,Consumer Non-Durables,,,
RDWR,Radware Ltd.,20.91,5.87341772,1.16,Sell,2414571,50488679.61,946211091.728128,,-0.0352,1143,Electronic Technology,22.07030888,22.96785994,-105.71899807
CONX,CONX Corp.,10.055,0.95381526,0.095,Strong Buy,114805,1154364.275,942957901.9930624,28.08238241,0.3593,,Finance,-300.51206388,,-156.9714084
AEHR,Aehr Test Systems,33.96,68.95522388,13.86,Strong Buy,42167890,1432021544.4,942710762.482173,82.35842461,0.4547,91,Electronic Technology,137.29508197,2.14837986,-106.43382353
TBLA,Taboola.com Ltd.,3.81,23.7012987,0.73,Neutral,24537396,93487478.76,942397451.3782384,,-0.1039,1800,Technology Services,10015.63664901,2.93313253,-43.9351339
BBDC,"Barings BDC, Inc.",8.65,6.13496933,0.5,Sell,7810763,67563099.95,941395326.1503417,29.75262623,0.2951,,Finance,204.90917354,39.91839333,258.55075951
BSIG,BrightSphere Investment Group Inc.,22.72,10.39844509,2.14,Buy,3726273,84660922.56,941377239.704745,10.34404399,2.2675,350,Finance,-122.1851543,-4.99249249,185
LICY,Li-Cycle Holdings Corp.,5.36,12.60504202,0.6,Sell,23072737,123669870.32,940306066.1490468,,-1.4204,155,Distribution Services,-9467.41106637,-625.06406887,-89984.25209807
SCRM,Screaming Eagle Acquisition Corp.,10.02,0.80482897,0.08,Strong Buy,6599338,66125366.76,939374964.017955,54.60239651,0.1836,,Finance,,,
FWRG,"First Watch Restaurant Group, Inc.",15.86,17.22099039,2.33,Strong Buy,3840620,60912233.2,938905914.6307106,354.15730337,0.0464,,Consumer Services,156.3784275,4.23058818,
GDOT,Green Dot Corporation,17.86,12.89506953,2.04,Sell,6505176,116182443.36,938879884.2499998,21.170436,0.8791,1200,Commercial Services,-29.99940057,7.33332543,239.12207358
OSW,OneSpaWorld Holdings Limited,10.15,8.78885316,0.82,Strong Buy,7655108,77699346.2,938626329.9367706,22.10752688,0.4819,2905,Consumer Services,1.83547903,-26.36376891,190.84172372
TSE,Trinseo PLC,26.82,18.09775429,4.11,Sell,5522849,148122810.18,937995877.2240272,22.43410459,1.2736,3100,Process Industries,77.43644068,6.93940963,-64.7900747
ICHR,Ichor Holdings,32.55,21.36465324,5.73,Neutral,3626744,118050517.19999997,937522509.5506777,13.41767148,2.5636,2540,Producer Manufacturing,-119.91201087,-0.50751333,164.72239376
IGMS,"IGM Biosciences, Inc.",21.83,28.33627278,4.82,Sell,4001711,87357351.13,934902716.4074732,,-5.6851,192,Health Technology,-63.49821433,,-15.91691689
HSKA,Heska Corporation,86.35,38.91570142,24.19,Sell,2447154,211311747.89999995,934789372.3046116,,-1.5753,655,Health Technology,433.75558867,1.76519967,-9.2314298
MCG,Membership Collective Group Inc.,4.73,26.47058824,0.99,Neutral,7693289,36389256.97000001,934562465.0206186,,-1.3728,6353,Commercial Services,-30.54591788,-38.93130724,24.7479281
SSYS,"Stratasys, Ltd.",13.9,17.20067454,2.04,Sell,6728318,93523620.2,928297547.6203768,,-0.4784,2039,Electronic Technology,1162.28172293,1.78837384,
MAXN,"Maxeon Solar Technologies, Ltd.",20.63,28.45579078,4.57,Strong Buy,9607015,198192719.45,928280129.5942292,,-6.5108,4202,Utilities,27.07873163,-20.02032481,13.79566837
VNET,"VNET Group, Inc.",6.06,6.87830688,0.39,Sell,23987914,145366758.84,926627272,,-0.7379,3221,Technology Services,30.65070516,-32.05187084,108.69979611
GDYN,"Grid Dynamics Holdings, Inc.",12.5,11.40819964,1.28,Sell,7581612,94770150,924987772.801303,,-0.3882,3274,Technology Services,260.24456522,6.27461189,-45.51883389
SCHN,"Schnitzer Steel Industries, Inc.",33.72,10.01631321,3.07,Sell,3971195,133908695.4,922753921.5981308,9.77727013,3.7151,3471,Non-Energy Minerals,22.97395994,2.5117512,-48.22944261
BALY,Bally's Corporation,19.49,0.56759546,0.11,Sell,4831927,94174257.22999997,921122897.0147884,,-0.8429,9460,Consumer Services,-450.10666035,-1.11694795,80.93422307
GPRK,Geopark Ltd,15.34,-0.71197411,-0.11,Buy,3851903,59088192.02,921108563.6461732,4.61213507,3.508,463,Energy Minerals,-19.49576218,6.52493744,28180.48780488
JANX,"Janux Therapeutics, Inc.",22.08,67.65375854,8.91,Strong Buy,3995497,88220573.75999999,919919674.2981818,,-1.4594,33,Health Technology,-322.47653925,-507.50618642,-168.65621312
IMAX,Imax Corporation,16.43,12.07366985,1.77,Sell,11050831,181565153.33,919643687.024911,,-0.2703,665,Consumer Durables,110.43951409,0.97103377,210.74185979
COLL,"Collegium Pharmaceutical, Inc.",27.38,18.01724138,4.18,Strong Buy,9077073,248530258.73999995,919199262.7055496,,-1.261,152,Health Technology,14.95203403,36.70088273,151.24278478
IHRT,"iHeartMedia, Inc.",7.54,23.00163132,1.41,Sell,6532214,49252893.56,918084797.9948388,,-1.5378,10800,Consumer Services,12.59063791,4.1367885,38.03396243
HRT,HireRight Holdings Corporation,11.54,-2.69814503,-0.32,Sell,3964723,45752903.41999999,917255841.3390704,7.94421276,1.4642,,Commercial Services,284.79335759,5.64970358,95.95590272
AMTB,Amerant Bancorp Inc.,27.15,1.15499255,0.31,Neutral,1279877,34748660.55,916972441.9009346,14.41737631,1.8711,692,Finance,,,
RAPT,"RAPT Therapeutics, Inc.",26.96,36.16161616,7.16,Buy,8658472,233432405.12,915028298.223176,,-2.5456,81,Health Technology,-51.09442637,-1620.27275111,
CUBI,"Customers Bancorp, Inc",28.1,-0.84685956,-0.24,Sell,11977540,336568874,913682531.3316672,4.32133049,6.6815,,Finance,,,
FBMS,"The First Bancshares, Inc.",29.51,-7.81005936,-2.5,Sell,2190783,64650006.33000001,913299248.0239137,10.40841367,2.8737,,Finance,,,
ALBO,"Albireo Pharma, Inc.",44.1,104.0721888,22.49,Strong Buy,15577287,686958356.7,912926552.4710689,,-6.7208,130,Health Technology,-6.84126717,-266.20665862,-7.2319202
WINA,Winmark Corporation,265.38,12.53021244,29.55,Strong Buy,162933,43239159.54,912319600.1555784,23.30557266,11.5581,85,Retail Trade,23.04248097,61.44903485,-0.91622268
LPSN,"LivePerson, Inc.",12.1,19.32938856,1.96,Sell,11720158,141813911.79999998,911469636.2253743,,-3.0901,1540,Technology Services,-132.13585091,-8.06304618,-402.38046796
YSG,Yatsen Holding Limited,1.63,11.64383562,0.17,Neutral,37864607,61719309.41,911326466,,-0.308,3497,Retail Trade,2.34319099,-15.81217909,
ULH,"Universal Logistics Holdings, Inc.",34.63,3.55861244,1.19,Buy,759730,26309449.9,909991524.0131617,6.26832137,5.7001,8004,Transportation,95.83049887,3.94573325,1348.03921569
BY,"Byline Bancorp, Inc.",24.26,5.6160209,1.29,Buy,1464337,35524815.62000001,909210272.0470299,10.19858633,2.4189,,Finance,,,
PWP,Perella Weinberg Partners,10.23,4.3877551,0.43,Strong Buy,5124671,52425384.33000001,907345291.3141996,,0.4191,602,Finance,151.77725949,31.37581674,-59.72711544
NVAX,"Novavax, Inc.",10.65,3.59922179,0.37,Sell,136055721,1448993428.65,905292085.8945972,,-17.2103,1541,Health Technology,373.21099596,23.15818859,58.95952259
AMWD,American Woodmark Corporation,54.31,11.15431846,5.45,Sell,1562024,84833523.44,902731402.6500185,64.57238414,0.8465,10000,Producer Manufacturing,-101.56914402,-0.10968207,180.07923033
PAR,PAR Technology Corporation,33.04,26.73571155,6.97,Neutral,5537632,182963361.28,901654296.4210525,,-3.0199,1477,Electronic Technology,-153.41658156,-19.29856191,78.89613371
VTLE,"Vital Energy, Inc.",53.61,4.25904317,2.19,Sell,12933503,693365095.83,901373853.0652632,1.32093661,43.7641,273,Energy Minerals,-9557.36951983,-49.77364919,104.55765909
AMRK,"A-Mark Precious Metals, Inc.",38.41,10.59602649,3.68,Buy,3927658,150861343.78,900842827.8593066,6.22274056,6.5811,384,Finance,-3289.54644676,-1.71279139,424.56622418
WLKP,Westlake Chemical Partners LP,25.55,8.72340426,2.05,Strong Buy,700586,17899972.3,899918704.8646034,11.83716458,2.1838,151,Process Industries,-2.72301139,26.93878626,15.99061841
RSI,"Rush Street Interactive, Inc.",4.08,13.64902507,0.49,Sell,11214246,45754123.68,899657496.4000001,,-0.6459,468,Consumer Services,-463.68910324,-10.66020631,210.15989812
KURA,"Kura Oncology, Inc.",13.17,6.12409347,0.76,Sell,14638670,192791283.9,899035997.4941348,,-2.0315,121,Health Technology,-46.80073888,,15.50736659
PLOW,"Douglas Dynamics, Inc.",39.27,8.60066372,3.11,Strong Buy,967072,37976917.44000001,898764342.4845749,25.97732604,1.5349,1436,Producer Manufacturing,26.88290976,9.11011667,44.41328915
ARIS,"Aris Water Solutions, Inc.",15.39,6.80083276,0.98,Sell,3930809,60495150.51000001,896162268.6406453,635.24590164,0.0247,148,Utilities,,-6.91469176,-242.86881229
CNOB,"ConnectOne Bancorp, Inc.",22.81,-5.78273441,-1.4,Sell,2874470,65566660.7,895135609.1967508,7.35040467,3.0269,,Finance,,,
SHCR,"Sharecare, Inc.",2.53,58.125,0.93,Buy,32674693,82666973.28999999,894405552.5624999,,-0.2431,3279,Technology Services,-536.59535027,-13.69281639,95.31384904
CAL,"Caleres, Inc.",25.11,12.70197487,2.83,Buy,11971157,300595752.27,894318967.519108,5.39310404,4.722,9200,Retail Trade,36.94634333,5.40206595,-108.54972655
VTEX,VTEX,4.49,19.73333333,0.74,Strong Buy,6767660,30386793.4,893139504.6269315,,-0.0558925,1727,Technology Services,-619.77237654,-42.84703394,80.29361054
HCCI,"Heritage-Crystal Clean, Inc.",36.9,13.60837438,4.42,Strong Buy,2676810,98774289,892142351.0513513,11.61221479,3.2033,1296,Industrial Services,214.10524316,12.83400668,-47.29330947
IONQ,"IonQ, Inc.",4.46,29.27536232,1.01,Neutral,51444338,229441747.48,891816275.8129176,,-0.5296,97,Electronic Technology,-56.59006807,-1632.96808004,44.74306689
SLCA,"U.S. Silica Holdings, Inc.",11.77,-5.84,-0.73,Sell,9269092,109097212.83999997,891093567.2099075,35.06034737,0.3612,1863,Non-Energy Minerals,463.35370597,14.81059065,-16.36340943
BIGC,"BigCommerce Holdings, Inc. - Series 1",12.04,37.75743707,3.3,Neutral,18691043,225040157.72,887118531.5955412,,-1.941,1337,Technology Services,-53.03407855,-19.8330718,-250.02717391
SANA,"Sana Biotechnology, Inc.",4.65,17.72151899,0.7,Sell,19058418,88621643.7,886877937.879418,,-1.6068,383,Health Technology,-73.56135777,,-18.09735269
NHC,National HealthCare Corporation,57.77,-2.90756303,-1.73,Sell,735870,42511209.90000001,886428799.0326068,27.814152,2.0654,12965,Health Services,-87.32261586,2.2746112,-61.62869772
AOSL,Alpha and Omega Semiconductor Limited,32.22,12.77563878,3.65,Neutral,3549480,114364245.6,883084901.9415412,2.10851999,17.0859,2451,Electronic Technology,44.26343587,10.398147,
PNTM,Pontem Corporation,10.21,0.98911968,0.1,Buy,13775966,140652612.86,880612500.0000001,36.6726297,0.2795,2,Finance,,,21.45484012
MOND,"Mondee Holdings, Inc.",10.69,-1.75174163,-0.1906,Buy,418028,4468719.32,879425227.1921228,,-1,2,Consumer Services,-13784.04907975,,-7060.73546856
WBX,Wallbox N.V.,5.42,51.39664804,1.84,Neutral,11273275,61101150.5,875307975.2650176,,,775,Electronic Technology,,-117.88217439,
PERF,Perfect Corp.,7.4,3.64145658,0.26,Neutral,180274,1334027.6,875152077.9999999,7.04359414,1.0505,,Technology Services,,,
HOUS,Anywhere Real Estate Inc.,7.98,24.88262911,1.59,,28584598,228105092.04000005,873651414.4386792,4.66960352,1.8451,9665,Finance,-16.99846861,6.78942753,-62.05673759
APGB,Apollo Strategic Growth Capital II,10.115,0.94810379,0.095,Buy,23147649,234138469.635,872418719.9851633,44.85359361,0.2254,2,Finance,,,68.89311386
INVA,"Innoviva, Inc.",12.48,-5.81132075,-0.77,Strong Sell,11874768,148197104.64000002,870894156.028369,4.04191617,4.197,5,Health Technology,16.19706164,89.67780738,-83.78778009
WTI,"W&T Offshore, Inc.",6.08,8.96057348,0.5,Buy,47919757,291352122.56,870422581.5345912,3.89252708,1.6467,323,Energy Minerals,15.46072197,18.0901776,47.03976114
PFC,Premier Financial Corp.,24.45,-9.34371524,-2.52,Sell,2195510,53680219.5,869598059.4401622,8.63518531,2.8615,,Finance,,,
MIRM,"Mirum Pharmaceuticals, Inc.",23.58,20.92307692,4.08,Buy,7527355,177495030.89999998,869403600.3091744,,-1.1473,137,Health Technology,-48.605972,-690.42219668,24.06330749
NRDS,"NerdWallet, Inc.",11.67,21.5625,2.07,Buy,3226941,37658401.47,867476812.5796126,,-0.4032,675,Technology Services,-323.68421053,-2.23919916,-24.32432432
BTAI,"BioXcel Therapeutics, Inc.",30.95,44.08752328,9.47,Strong Buy,6660282,206135727.9,867318775.135818,,-4.8962,89,Health Technology,-23.54273543,,-55.18754988
CCO,"Clear Channel Outdoor Holdings, Inc.",1.82,73.33333333,0.77,Sell,62015631,112868448.42,866420846.301676,,-0.2767,4600,Commercial Services,42.18805628,4.81161635,-3.27802539
AVO,"Mission Produce, Inc.",12.26,5.50774527,0.64,Sell,2421788,29691120.88,866408458.9718877,,-0.4897,3900,Process Industries,1.51515152,-2.48589731,-20.30456853
BCSF,"Bain Capital Specialty Finance, Inc.",13.35,12.18487395,1.45,Sell,3221518,43007265.3,861906214.9741507,10.37706928,1.3048,,Miscellaneous,-28.23919828,27.9670716,145.85110209
MYE,"Myers Industries, Inc.",23.56,5.98290598,1.33,Buy,2057086,48464946.16,859878312.7456769,16.0365235,1.4878,2725,Producer Manufacturing,-18.25243305,3.55210885,170.92239693
USLM,"United States Lime & Minerals, Inc.",151.54,7.65842569,10.78,Strong Buy,53321,8080264.34,859768293.5288485,20.49752046,7.4517,308,Non-Energy Minerals,-37.80464263,13.61919104,38.24074074
CCF,Chase Corporation,90.3,4.68351495,4.04,Neutral,499319,45088505.7,857851553.163972,20.74985167,4.3936,683,Process Industries,-47.39179257,9.49487195,-12.96467542
ORGN,"Origin Materials, Inc.",6,30.15184382,1.39,Neutral,14923609,89541654,856223577.0657673,12.42926011,0.4943,80,Process Industries,-373.45108321,,-242.4544093
EXFY,"Expensify, Inc.",10.4,17.78029445,1.57,Buy,4247941,44178586.4,856142415.9392791,,-0.5621,144,Technology Services,-44.96124031,1.98830819,-111.36129961
GSM,Ferroglobe PLC,4.56,18.44155844,0.71,Sell,26522802,120943977.11999997,854149317.0570824,1.78477096,2.6702,3425,Non-Energy Minerals,-158.69778275,-2.86175564,122.94099691
YALA,Yalla Group Limited,4.73,35.14285714,1.23,Neutral,4668829,22083561.17,854105362,11.65842117,0.5406,,Technology Services,124.94136566,52.51242899,
FFWM,First Foundation Inc.,15.14,5.65247732,0.81,Sell,8021911,121451732.54,853709379.1713556,7.99468384,1.9584,,Finance,,,
SCS,Steelcase Inc.,7.55,6.78925035,0.48,Sell,9794394,73947674.7,853043290.962315,50.13495277,0.1493,11800,Producer Manufacturing,-794.04255319,-5.88235294,662.72727273
QCRH,"QCR Holdings, Inc.",50.49,1.71232877,0.85,Buy,1188513,60008021.37,852494416.3602225,8.55835941,5.9575,973,Finance,,,
NUTX,Nutex Health Inc.,1.31,-31.05263158,-0.59,Strong Sell,19545772,25604961.32,851198814.6249999,,-1.1247,24,Health Services,-364.36664881,-35.5227045,-741.69197397
ASTL,Algoma Steel Group Inc.,8.19,29.17981073,1.85,Neutral,25550076,209255122.44,849498608.6285443,2.32466982,3.9266084,,Producer Manufacturing,1443.35784291,27.82974251,-139.51783603
TMST,TimkenSteel Corporation,19.1,5.11832691,0.93,Buy,6568914,125466257.4,849365399.3336673,7.05699335,3.3451,1850,Non-Energy Minerals,17.94380587,14.39706914,-19.68190855
WKME,WalkMe Ltd.,10.12,-9.48121646,-1.06,Sell,1714096,17346651.52,848687759.1218603,,-1.1901,,Technology Services,-289.09762533,-19.07213028,17.98930087
DLX,Deluxe Corporation,19.66,15.78327444,2.68,Sell,3425033,67336148.78,848055881.391696,14.4238401,1.4011,6313,Commercial Services,-34.36336055,5.02824403,-25.61708452
CAPL,CrossAmerica Partners LP,22.3,12.45587494,2.47,Strong Buy,694396,15485030.8,845816038.516854,14.89091152,1.5152,2218,Distribution Services,-20.49327421,1.49776811,147.72122288
IMXI,"International Money Express, Inc.",22.77,-6.56544932,-1.6,Buy,5785653,131739318.81,843911767.9901245,15.81126952,1.5064,884,Finance,1466.04613517,17.03189412,-33.68827031
VTOL,"Bristow Group, Inc.",29.95,10.39439735,2.82,Buy,1143568,34249861.6,839090842.097422,52.89534266,0.5771,2916,Transportation,13.15227863,7.82869447,-234.91652712
VREX,Varex Imaging Corporation,20.91,3.00492611,0.61,Sell,4778240,99912998.4,838221309.3002887,28.28365319,0.7599,2300,Health Technology,-105.67741935,-0.51198511,-84.79166667
MARA,"Marathon Digital Holdings, Inc.",7.17,109.64912281,3.75,Sell,804726969,5769892367.73,837759287.4239402,,-2.4118,9,Technology Services,-571.2088661,-93.99958542,-940.18984554
SMP,"Standard Motor Products, Inc.",38.8,11.49425287,4,Sell,1263203,49012276.4,836919722.4722006,10.47995881,3.7705,5000,Producer Manufacturing,-25.45956341,4.59564711,-71.91434725
CDRE,"Cadre Holdings, Inc.",22.33,10.87388282,2.19,Strong Sell,1642620,36679704.6,833629511.3658535,264.98237368,0.088,2237,Finance,-8.47191177,8.7205819,157.06973768
EB,"Eventbrite, Inc.",8.44,44.02730375,2.58,Sell,20253451,170939126.44,832944963.3846153,,-0.7815,707,Commercial Services,145.17712551,47.70378445,192.40052662
BCYC,Bicycle Therapeutics plc,28.08,-5.13513514,-1.52,Sell,4039624,113432641.91999999,830996068,,-3.3803,119,Health Technology,12.09565281,-143.83179025,-136.1050291
MPLN,MultiPlan Corporation,1.3,13.04347826,0.15,Sell,27405902,35627672.6,830860128.4558823,8.5106383,0.16,2400,Technology Services,3.48388367,29.16932862,-40.83390137
CRAI,"CRA International,Inc.",116.41,-4.91709548,-6.02,Buy,1159537,134981702.17,830571932.4537766,19.7632167,5.9661,861,Commercial Services,84.14816663,15.65379647,-14.31669471
VCSA,"Vacasa, Inc.",1.67,32.53968254,0.41,Sell,24388627,40729007.09,829925956.9152542,,-0.1299,,Finance,1518.98171033,6.45762144,-90258.49106412
PEBO,Peoples Bancorp Inc.,29.26,3.57522124,1.01,Sell,1782324,52150800.24,827702159.226776,8.15031315,3.6185,1267,Finance,,,
NX,Quanex Building Products Corporation,24.92,5.23648649,1.24,Strong Buy,2203375,54908105.00000001,825605774.9844645,9.19272399,2.6737,3875,Producer Manufacturing,18.80542323,5.30854636,48.92661224
ADV,Advantage Solutions Inc.,2.58,24.03846154,0.5,Sell,6878054,17745379.32,824785979.0786517,12.41283124,0.2154,70000,Commercial Services,-69.87902816,2.63209762,27.82092011
EXAI,Exscientia Plc,6.02,12.94559099,0.69,Buy,2697037,16236162.74,824514599,,-1.0301,285,Commercial Services,44.34550971,-45.13689061,
RICK,"RCI Hospitality Holdings, Inc.",89.26,-4.21719069,-3.93,Buy,1531668,136716685.68,823889880.6561173,19.19243391,4.9061,3219,Consumer Services,42.2261236,15.13564009,54.94256134
SCSC,"ScanSource, Inc.",32.45,11.05407255,3.23,Buy,1072560,34804572,822554833.5115782,9.28141172,3.5733,2700,Distribution Services,-194.67877065,-3.71686731,13.49204982
SGH,"SMART Global Holdings, Inc.",16.69,12.16397849,1.81,Sell,17124652,285810441.88,821221743.1659871,17170,0.0010383,3600,Electronic Technology,-40.70555225,3.67042771,-3698.06722689
NEXT,NextDecade Corporation,5.68,14.97975709,0.74,Buy,7829741,44472928.88,820147243.5756521,,-0.5778,57,Energy Minerals,48.87149019,,-80.96852957
AVPT,"AvePoint, Inc.",4.39,6.81265207,0.28,Sell,5326293,23382426.27,819485508.3783187,,-0.2029,1934,Technology Services,-85.80427695,1.3386553,70.08174563
YEXT,"Yext, Inc.",6.71,2.75650842,0.18,Neutral,13557860,90973240.6,819279268.9658246,,-0.6349,1400,Technology Services,120.09414893,3.792338,22.52004582
EH,EHang Holdings Limited,12.76,48.71794872,4.18,Neutral,48300380,616312848.8,818891561,,-0.8691,,Technology Services,8.42978684,-241.64981604,
UTL,UNITIL Corporation,51.05,-0.60358255,-0.31,Buy,958073,48909626.65,818838855.6159418,19.72342398,2.5888,508,Utilities,84.64818763,-1.52123389,7.27272727
MAX,"MediaAlpha, Inc.",13.13,31.95979899,3.18,Neutral,3204562,42075899.06,817742041.796875,,-0.7806,149,Technology Services,-45.27722346,4.33474772,19.80933915
WT,"WisdomTree, Inc.",5.58,2.3853211,0.13,Sell,14614846,81550840.68,817573217.023256,11.52815013,0.5477,241,Miscellaneous,80.59766909,29.78824782,-17.46726958
JRVR,"James River Group Holdings, Ltd.",21.82,4.3519847,0.91,Sell,2797967,61051639.94,817378026.3314813,,-1.5859,638,Finance,-235.91973122,-119.01575924,102.82855271
HIBB,"Hibbett, Inc.",64.22,-5.86338317,-4,Buy,5166101,331767006.21999997,817368036.4702859,8.32326436,8.1748,11000,Retail Trade,-45.79211566,5.2232637,270.19884975
KIND,"Nextdoor Holdings, Inc.",2.21,7.2815534,0.15,Neutral,21451871,47408634.91,817217099.6926407,,-0.3503,602,Technology Services,-28.91348758,-28.23665302,-2824.77302205
MERC,Mercer International Inc.,12.34,6.0137457,0.7,Neutral,7453405,91975017.7,816503149.0425019,2.74609117,4.5638,2415,Process Industries,161.62963765,1.26293841,1973.23177367
