Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
WEST,Westrock Coffee Company,12.91,973450494.685402,,1.40587266,-0.3708,0.1813,84.27420659,944726000,73033991
QRTEA,Liberty Interactive Corporation - Series A QVC Group Common Stock,2.48,973413417.1729321,,0.08018514,-7.2272,0.8193,6.11769824,7417810000,382211510
WTTR,"Select Energy Services, Inc.",8.51,972892878.875294,16.07109094,0.64393777,0.5349,-0.4838,7.88765306,828122000,98102400
FLGT,"Fulgent Genetics, Inc.",33.04,972633228.0805525,3.99609128,1.33626871,9.012,16.2587,1.24175636,648936000,29438100
RGNX,REGENXBIO Inc.,22.45,971942014.9502811,14.8621731,2.08400995,1.7606,2.9112,5.47911903,848987000,43293600
ZUO,"Zuora, Inc.",7.26,970088460.0000002,,2.59120155,-0.9661,-0.8005,,877062000,133621000.00000001
RSKD,Riskified Ltd.,5.73,969896362.150259,,3.89246406,-0.6928,-2.3396,,221498000,169266384
GBX,"Greenbrier Companies, Inc. (The)",29.56,969056372.1622719,51.65007858,0.30299544,0.5971,1.3946,12.89447476,2802080000,32782700
KNSA,"Kiniksa Pharmaceuticals, Ltd.",13.91,967186820.9735523,7.00726271,5.57510821,2.0471,-2.3029,,711873000,69531778
CDMO,"Avid Bioservices, Inc.",15.52,967041298.0695546,9.73566974,7.59800839,1.9149,1.8116,109.92622955,1158350000,62309400
QURE,uniQure N.V.,20.64,966263844.7457628,,16.17227064,-2.6846,7.0363,,575859000,46815100
NWLI,"National Western Life Group, Inc.",273.1,965687098.6850746,8.06359408,1.56401044,33.2358,51.0976,,603949000,3536020
GPRO,"GoPro, Inc.",6.08,964077047.6883116,12.94117647,0.91676709,0.5065,2.2746,7.37686188,690828000,155926546
SHEN,Shenandoah Telecommunications Co,19.22,962889428.4541262,,3.76619107,-0.2926,2.0458,17.03854993,902520000,50098300
AXL,"American Axle & Manufacturing Holdings, Inc.",8.4,962255530.0235294,313.65313653,0.17482462,0.0313,0.05,4.84554863,3426760000,114554000
HCSG,"Healthcare Services Group, Inc.",12.98,961662201.2981654,47.25433526,0.5765861,0.2768,0.6118,15.16725216,819234000,74088000
GRNT,"Granite Ridge Resources, Inc.",7.19,958214736.465629,99.3556701,11.39436832,0.0776,0.0341,15.83742702,1365490000,133270000.00000001
LANV,Lanvin Group Holdings Limited,7.31,957398525.070605,20.72879331,,0.3348,0.3884,,535188999.99999994,41400000
CENX,Century Aluminum Company,10.48,957318940.1710646,6.88251503,0.36790883,1.6468,-1.8526,8.62049986,958944000,91347200
GIC,Global Industrial Company,25.2,956526240.66482,8.9384882,0.82458633,2.8361,2.7105,8.95723153,1113720000,37957400
RMR,The RMR Group Inc.,30.24,955757625.5147926,14.76627348,0.59758185,2.061,2.0406,9.67847496,391775000,16605700
BHE,"Benchmark Electronics, Inc.",27.17,955738091.9260617,16.26480919,0.34878935,1.6892,0.9908,8.29844298,1026540000,35176200
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP,44.13,955601131.5884402,6.97076099,0.69034728,7.1948,4.5438,3.87403383,1195480000,21654200
ASLE,AerSale Corporation,18.41,953171613.6732206,21.27371274,2.17171328,0.9109,0.7634,10.12070752,807981000,51774700
JBSS,"John B. Sanfilippo & Son, Inc.",82.59,952005379.6147914,16.31344506,0.96602279,5.0304,5.3292,9.84865808,942360000,11526886
OPK,"Opko Health, Inc.",1.23,950403590.6190476,,0.77490033,-0.4546,-0.0465,,1529640000,772686000
IIIV,"i3 Verticals, Inc.",28.69,950135120.1166724,,2.06393819,-0.7697,-0.7686,23.72670839,844996000,22999200
ARGO,"Argo Group International Holdings, Ltd.",27.06,948601741.1313652,,0.47670652,-5.5157,-0.1091,,1338770000,35055500
GRND,Grindr Inc.,5.46,947442940.4029574,,,-0.2414,0.6723,,359790000,173524000
WALD,Waldencast plc,8.8,946570135.9250588,,,-1.0784,-0.1341,,,107564825
RDWR,Radware Ltd.,20.91,946211091.728128,,3.20519699,-0.0352,0.1644,38.8665232,763253000,45251600
CONX,CONX Corp.,10.055,942957901.9930624,28.08238241,,0.3593,0.2064,,936957000,93780000
AEHR,Aehr Test Systems,33.96,942710762.482173,82.35842461,16.83132759,0.4547,0.3402,76.41096353,722148000,27759400
TBLA,Taboola.com Ltd.,3.81,942397451.3782384,,0.68513737,-0.1039,-0.2582,13.79199681,509575000,247348000
BBDC,"Barings BDC, Inc.",8.65,941395326.1503417,29.75262623,5.32711175,0.2951,1.1894,324.5779531,2135940000,108832000
BSIG,BrightSphere Investment Group Inc.,22.72,941377239.704745,10.34404399,2.08831096,2.2675,1.7059,6.27552545,907790000,41433900
LICY,Li-Cycle Holdings Corp.,5.36,940306066.1490468,,67.45799525,-1.4204,-2.0574,,946911000,175430000
SCRM,Screaming Eagle Acquisition Corp.,10.02,939374964.017955,54.60239651,,0.1836,0,,906502000,93750000
FWRG,"First Watch Restaurant Group, Inc.",15.86,938905914.6307106,354.15730337,1.34775637,0.0464,-0.0357,20.84263675,1329510000,59116723
GDOT,Green Dot Corporation,17.86,938879884.2499998,21.170436,0.6741553,0.8791,0.8525,0.87379137,203823000,52568900
OSW,OneSpaWorld Holdings Limited,10.15,938626329.9367706,22.10752688,2.09673028,0.4819,-0.7602,51.71695768,979061000,92475514
TSE,Trinseo PLC,26.82,937995877.2240272,22.43410459,0.17617304,1.2736,11.1111,11.7532686,2793760000,34973700
ICHR,Ichor Holdings,32.55,937522509.5506777,13.41767148,0.77909254,2.5636,2.4465,9.81401698,985489000,28802500
IGMS,"IGM Biosciences, Inc.",21.83,934902716.4074732,,1420.22808746,-5.6851,-4.9332,,559596000,42826483
HSKA,Heska Corporation,86.35,934789372.3046116,,3.49779962,-1.5753,-0.1146,2146.16140241,700644000,10825600
MCG,Membership Collective Group Inc.,4.73,934562465.0206186,,1.09105698,-1.3728,-1.3104,148.97316781,2729470000,197581885
SSYS,"Stratasys, Ltd.",13.9,928297547.6203768,,1.45721519,-0.4784,-0.9765,,636005000,66784000.00000001
MAXN,"Maxeon Solar Technologies, Ltd.",20.63,928280129.5942292,,0.94802589,-6.5108,-6.795,,1114800000,44996600
VNET,"VNET Group, Inc.",6.06,926627272,,0.87633576,-0.7379,0.5104,11.89883202,2477570000,142893233.33333302
GDYN,"Grid Dynamics Holdings, Inc.",12.5,924987772.801303,,2.84267276,-0.3882,-0.1313,,1035660000.0000002,73999000
SCHN,"Schnitzer Steel Industries, Inc.",33.72,922753921.5981308,9.77727013,0.28883511,3.7151,5.7164,5.94642156,1428610000,27365200
BALY,Bally's Corporation,19.49,921122897.0147884,,0.50253531,-0.8429,-1.4463,10.10939982,5160210000,47261300
GPRK,Geopark Ltd,15.34,921108563.6461732,4.61213507,0.93139665,3.508,0.9946,2.28707386,1129760000,60046200
JANX,"Janux Therapeutics, Inc.",22.08,919919674.2981818,,123.74150454,-1.4594,-0.7922,,247601000,41663000
IMAX,Imax Corporation,16.43,919643687.024911,,3.03476859,-0.2703,-0.3776,11.39696986,1013270000,55973400
COLL,"Collegium Pharmaceutical, Inc.",27.38,919199262.7055496,,2.70406947,-1.261,1.8563,14.28496403,1151790000,33571900
IHRT,"iHeartMedia, Inc.",7.54,918084797.9948388,,0.29864714,-1.5378,-1.085,8.15058563,7252480000,143241356
HRT,HireRight Holdings Corporation,11.54,917255841.3390704,7.94421276,1.11381272,1.4642,-0.2683,8.78074716,1769970000,79482612
AMTB,Amerant Bancorp Inc.,27.15,916972441.9009346,14.41737631,2.30822761,1.8711,1.8543,,2043130000,33774300
RAPT,"RAPT Therapeutics, Inc.",26.96,915028298.223176,,412.53260515,-2.5456,-2.5266,,622874000,33940200
CUBI,"Customers Bancorp, Inc",28.1,913682531.3316672,4.32133049,1.01869229,6.6815,6.51,,2122659999.9999995,32515400
FBMS,"The First Bancshares, Inc.",29.51,913299248.0239137,10.40841367,3.03643426,2.8737,2.84,,903447000,30948800
ALBO,"Albireo Pharma, Inc.",44.1,912926552.4710689,,15.09315528,-6.7208,-1.7705,,331749000,20701300
WINA,Winmark Corporation,265.38,912319600.1555784,23.30557266,11.46130506,11.5581,10.4763,17.80649995,834758000,3437790
LPSN,"LivePerson, Inc.",12.1,911469636.2253743,,1.91249264,-3.0901,-1.7954,,1083070000,75328100
YSG,Yatsen Holding Limited,1.63,911326466,,1.41853178,-0.308,-0.3782,,324182000,392452773
ULH,"Universal Logistics Holdings, Inc.",34.63,909991524.0131617,6.26832137,0.46415253,5.7001,2.738,4.34427196,1310780000,26277500
BY,"Byline Bancorp, Inc.",24.26,909210272.0470299,10.19858633,2.53208875,2.4189,2.34,,1547320000,37477800
PWP,Perella Weinberg Partners,10.23,907345291.3141996,,1.3461351,0.4191,-0.2212,,564875000,42375600
NVAX,"Novavax, Inc.",10.65,905292085.8945972,,0.50776457,-17.2103,-23.4375,,571315000,85004000
AMWD,American Woodmark Corporation,54.31,902731402.6500185,64.57238414,0.43590238,0.8465,-1.7914,6.61718544,1309210000,16621800
PAR,PAR Technology Corporation,33.04,901654296.4210525,,2.78964632,-3.0199,-3.0213,,1062880000.0000002,27289800
VTLE,"Vital Energy, Inc.",53.61,901373853.0652632,1.32093661,0.47270127,43.7641,10.0254,1.41498872,2188090000,16813500
AMRK,"A-Mark Precious Metals, Inc.",38.41,900842827.8593066,6.22274056,0.11950438,6.5811,5.4475,6.29874398,978675000,23453300
WLKP,Westlake Chemical Partners LP,25.55,899918704.8646034,11.83716458,0.58480247,2.1838,2.3447,3.3445369,1555250000,35221900
RSI,"Rush Street Interactive, Inc.",4.08,899657496.4000001,,0.48281528,-0.6459,-0.506,,166782000,64130700.00000001
KURA,"Kura Oncology, Inc.",13.17,899035997.4941348,,,-2.0315,-1.9663,,491313000,68263900
PLOW,"Douglas Dynamics, Inc.",39.27,898764342.4845749,25.97732604,1.49784299,1.5349,1.3145,15.68542805,950608000,22886800
ARIS,"Aris Water Solutions, Inc.",15.39,896162268.6406453,635.24590164,1.24700205,0.0247,0.0509,13.47624661,1072050000,21858022
CNOB,"ConnectOne Bancorp, Inc.",22.81,895135609.1967508,7.35040467,2.25489488,3.0269,3.01,,2024920000,39243100
SHCR,"Sharecare, Inc.",2.53,894405552.5624999,,2.04210307,-0.2431,-0.3025,,525847999.99999994,353520000
CAL,"Caleres, Inc.",25.11,894318967.519108,5.39310404,0.2969641,4.722,3.5594,6.31036846,1888140000,35616000
VTEX,VTEX,4.49,893139504.6269315,,5.79235154,-0.0558925,-0.3168,,470026000,198917436
HCCI,"Heritage-Crystal Clean, Inc.",36.9,892142351.0513513,11.61221479,1.37351623,3.2033,2.5873,8.0937736,957284000,24177300
IONQ,"IonQ, Inc.",4.46,891816275.8129176,,99.23902893,-0.5296,-0.5428,,603848000,199959000
SLCA,"U.S. Silica Holdings, Inc.",11.77,891093567.2099075,35.06034737,0.66298472,0.3612,-0.4541,7.16470387,1793950000,75708900
BIGC,"BigCommerce Holdings, Inc. - Series 1",12.04,887118531.5955412,,3.40007763,-1.941,-1.081,,1130130000,73680900
SANA,"Sana Biotechnology, Inc.",4.65,886877937.879418,,,-1.6068,-2.1386,,755748000,190726000
NHC,National HealthCare Corporation,57.77,886428799.0326068,27.814152,0.82143035,2.0654,8.9896,12.42307824,887961000,15344100
AOSL,Alpha and Omega Semiconductor Limited,32.22,883084901.9415412,2.10851999,1.24726626,17.0859,16.0679,5.04002763,691905000,27408000
PNTM,Pontem Corporation,10.21,880612500.0000001,36.6726297,,0.2795,0.1128,,857900000,86250000
MOND,"Mondee Holdings, Inc.",10.69,879425227.1921228,,19.11353443,-1,0.1073,,668206000,82266200
WBX,Wallbox N.V.,5.42,875307975.2650176,,,,-1.6197,,,138245000
PERF,Perfect Corp.,7.4,875152077.9999999,7.04359414,,1.0505,0.0758,173.6427011,,101475000
HOUS,Anywhere Real Estate Inc.,7.98,873651414.4386792,4.66960352,0.12732901,1.8451,2.8536,6.43551528,4194490000,109480000
APGB,Apollo Strategic Growth Capital II,10.115,872418719.9851633,44.85359361,,0.2254,0.1302,,855858000,86250000
INVA,"Innoviva, Inc.",12.48,870894156.028369,4.04191617,3.14201592,4.197,2.8692,3.96921447,1430920000,69783200
WTI,"W&T Offshore, Inc.",6.08,870422581.5345912,3.89252708,1.03447876,1.6467,-0.2915,1.97003966,1117180000,143162000
PFC,Premier Financial Corp.,24.45,869598059.4401622,8.63518531,2.68364305,2.8615,2.85,,1390100000,35566400
MIRM,"Mirum Pharmaceuticals, Inc.",23.58,869403600.3091744,,15.94305938,-1.1473,-2.7699,,688589000,36870400
NRDS,"NerdWallet, Inc.",11.67,867476812.5796126,,1.79341257,-0.4032,-0.6337,42.42787672,610250000,74322000
BTAI,"BioXcel Therapeutics, Inc.",30.95,867318775.135818,,6475.7410219,-4.8962,-4.0546,,191861000,28023200
CCO,"Clear Channel Outdoor Holdings, Inc.",1.82,866420846.301676,,0.33854928,-0.2767,-0.926,8.57598523,7505020000,476055000
AVO,"Mission Produce, Inc.",12.26,866408458.9718877,,0.84116577,-0.4897,-0.4898,24.49966905,1356860000,70669500
BCSF,"Bain Capital Specialty Finance, Inc.",13.35,861906214.9741507,10.37706928,3.80455703,1.3048,1.8557,15.37535996,2075560000,64562299.99999999
MYE,"Myers Industries, Inc.",23.56,859878312.7456769,16.0365235,0.98226046,1.4878,0.9224,9.87477929,721653000,36497400
USLM,"United States Lime & Minerals, Inc.",151.54,859768293.5288485,20.49752046,3.86805854,7.4517,6.5354,10.10155494,462016000,5673540
CCF,Chase Corporation,90.3,857851553.163972,20.74985167,2.42899505,4.3936,4.7035,11.45502451,1014170000,9500020
ORGN,"Origin Materials, Inc.",6,856223577.0657673,12.42926011,,0.4943,0.3962,,380429000,142704000
EXFY,"Expensify, Inc.",10.4,856142415.9392791,,5.1272929,-0.5621,-0.1666,,1160760000,82644269
GSM,Ferroglobe PLC,4.56,854149317.0570824,1.78477096,0.32851789,2.6702,-0.6267,1.73906928,1277160000,187313000
YALA,Yalla Group Limited,4.73,854105362,11.65842117,3.2469029,0.5406,0.4592,,159440000,132850000
FFWM,First Foundation Inc.,15.14,853709379.1713556,7.99468384,1.93917887,1.9584,1.9586,,1521170000,56387700
SCS,Steelcase Inc.,7.55,853043290.962315,50.13495277,0.26415704,0.1493,0.0342,10.61646761,1629970000,112985913
QCRH,"QCR Holdings, Inc.",50.49,852494416.3602225,8.55835941,2.30216723,5.9575,5.87,,1612430000,16884400
NUTX,Nutex Health Inc.,1.31,851198814.6249999,,8.96219785,-1.1247,-0.3662,,1221330000,649770000
ASTL,Algoma Steel Group Inc.,8.19,849498608.6285443,2.32466982,0.43905728,3.9266084,4.63288248,0.53218108,673549912,30307000
TMST,TimkenSteel Corporation,19.1,849365399.3336673,7.05699335,0.64531909,3.3451,3.1091,3.5921978,460740000,44469400
WKME,WalkMe Ltd.,10.12,848687759.1218603,,3.93837846,-1.1901,-1.851,,433230000,83862400
DLX,Deluxe Corporation,19.66,848055881.391696,14.4238401,0.3860662,1.4011,1.4516,6.18300792,2257070000,43136100
CAPL,CrossAmerica Partners LP,22.3,845816038.516854,14.89091152,0.17653616,1.5152,0.5716,6.78489489,1653400000,37929000
IMXI,"International Money Express, Inc.",22.77,843911767.9901245,15.81126952,1.99168213,1.5064,1.1979,43.64262203,896653000,37062400
VTOL,"Bristow Group, Inc.",29.95,839090842.097422,52.89534266,0.71177755,0.5771,-0.5534,14.36496096,1200610000,28016400
VREX,Varex Imaging Corporation,20.91,838221309.3002887,28.28365319,0.9889481,0.7599,0.7284,9.41029518,1210730000,40087100
MARA,"Marathon Digital Holdings, Inc.",7.17,837759287.4239402,,6.24684983,-2.4118,-0.3642,29.57806182,1840140000,116842000
SMP,"Standard Motor Products, Inc.",38.8,836919722.4722006,10.47995881,0.61510817,3.7705,4.0186,6.92529427,1021660000,21570100
CDRE,"Cadre Holdings, Inc.",22.33,833629511.3658535,264.98237368,1.94460196,0.088,0.3682,28.8360139,1024960000,37332300
EB,"Eventbrite, Inc.",8.44,832944963.3846153,,3.39522355,-0.7815,-1.4748,,259028000.00000003,98690167
BCYC,Bicycle Therapeutics plc,28.08,830996068,,55.51529956,-3.3803,-2.6659,,372835000,29678431
MPLN,MultiPlan Corporation,1.3,830860128.4558823,8.5106383,0.76542454,0.16,0.1567,6.50974177,6305610000,639123000
CRAI,"CRA International,Inc.",116.41,830571932.4537766,19.7632167,1.44560377,5.9661,5.446,11.63503085,788331000,7134880
VCSA,"Vacasa, Inc.",1.67,829925956.9152542,,0.35394333,-0.1299,-0.0591,,979591000,236351000
PEBO,Peoples Bancorp Inc.,29.26,827702159.226776,8.15031315,2.36843396,3.6185,3.6,,1297030000,28287800
NX,Quanex Building Products Corporation,24.92,825605774.9844645,9.19272399,0.66245141,2.6737,2.6603,5.56813436,765691000,33130200.00000001
ADV,Advantage Solutions Inc.,2.58,824785979.0786517,12.41283124,0.21451361,0.2154,0.1713,6.28208026,2694580000,319684000
EXAI,Exscientia Plc,6.02,824514599,,26.30732158,-1.0301,-0.5601,,388333000,122878479
RICK,"RCI Hospitality Holdings, Inc.",89.26,823889880.6561173,19.19243391,3.25449217,4.9061,4.9066,12.36581362,810154000,9230230
SCSC,"ScanSource, Inc.",32.45,822554833.5115782,9.28141172,0.2309737,3.5733,3.4435,7.26685073,974619000,25348400
SGH,"SMART Global Holdings, Inc.",16.69,821221743.1659871,17170,0.47105519,0.0010383,0.0012,7.08405338,1452640000,49204400
NEXT,NextDecade Corporation,5.68,820147243.5756521,,,-0.5778,-0.3389,,866942000,144392000
AVPT,"AvePoint, Inc.",4.39,819485508.3783187,,3.67036128,-0.2029,-0.4813,,535193999.99999994,186671000
YEXT,"Yext, Inc.",6.71,819279268.9658246,,2.07851163,-0.6349,-0.7296,,615217000,122098000
EH,EHang Holdings Limited,12.76,818891561,,144.12961659,-0.8691,-0.8551,,237489000,37277068.5
UTL,UNITIL Corporation,51.05,818838855.6159418,19.72342398,1.50869806,2.5888,2.3478,9.70250876,1313600000,16039900
MAX,"MediaAlpha, Inc.",13.13,817742041.796875,,1.08787168,-0.7806,-0.1857,,459788000,43109900
WT,"WisdomTree, Inc.",5.58,817573217.023256,11.52815013,2.89231233,0.5477,0.3052,8.6507914,1066069999.9999998,146519000
JRVR,"James River Group Holdings, Ltd.",21.82,817378026.3314813,,1.01710655,-1.5859,-4.9432,,1325500000,37460000
HIBB,"Hibbett, Inc.",64.22,817368036.4702859,8.32326436,0.534508,8.1748,11.1868,6.39902779,1166120000,12727600
KIND,"Nextdoor Holdings, Inc.",2.21,817217099.6926407,,3.98779081,-0.3503,-0.2485,,512912000.00000006,369781295
MERC,Mercer International Inc.,12.34,816503149.0425019,2.74609117,0.37457158,4.5638,2.5796,3.00905951,1815380000,66167199.99999999
LYEL,"Lyell Immunopharma, Inc.",3.27,815294764.8682635,,21.20168716,-1.0543,-1.0308,,1236690000,249326000
UFPT,"UFP Technologies, Inc.",107.52,814851654.7008415,22.07306889,2.53235582,4.8331,2.0862,17.72905506,729218000,7578610
QNST,"QuinStreet, Inc.",15.15,812651239.707237,,1.43250825,-0.2383,-0.0966,294.30687105,479726000,53640300
LDI,"loanDepot, Inc.",2.58,811226279.7518797,,0.17050819,-1.2131,0.8269,,4367720000,169092771
NMM,Navios Maritime Partners LP,26.8,808941630.9900625,1.43672995,0.7402976,18.9288,22.3208,4.75469744,2902790000,30184400
RMAX,"RE/MAX Holdings, Inc.",22.03,807081440.4024065,40.80741953,1.17248245,0.5563,-0.8355,8.49480705,257045000.00000003,18245400
CMPR,Cimpress plc,30.74,806683450.3926111,,0.28609721,-10.2318,-2.0821,15.90702343,2341770000,26242100
SLP,"Simulations Plus, Inc.",39.68,806675731.5429726,76.59244918,15.41236226,0.5295,0.6016,43.06691297,715048000,20329500
ACCD,"Accolade, Inc.",11.08,806477180.1773051,,2.24508638,-6.6492,-1.9291,,621464000,72786800
HWKN,"Hawkins, Inc.",38.3,805044806.9331242,13.76136895,0.89359272,2.8017,2.4387,8.57981062,963977000,21019400
VRAY,"ViewRay, Inc.",4.42,801857774.3938054,,9.30953731,-0.5987,-0.6689,,584089000,181416000
PRLB,"Proto Labs, Inc.",29.53,800761775.1409647,34.48114312,1.63151885,0.854,1.2068,9.12706952,923244000,27116900
AZUL,Azul S.A.,6.82,798816884.3613,,0.27702858,-3.8459,-6.7761,10.16678553,5153810000,111842668
IDYA,"IDEAYA Biosciences, Inc.",16.56,796759498.1943127,,13.91421155,-1.3666,-1.4116,,231035000,48113500
AC,"Associated Capital Group, Inc.",36.01,792305203.9994713,,,-2.4123,2.6764,,526029000,22002204
SYM,Symbotic Inc.,13.53,792274212.4335512,,,,-0.1269,,285901000,58556800
PUBM,"PubMatic, Inc.",15.04,790594756.3003953,19.52662722,3.35512114,0.8542,0.9996,7.42717461,809795000,52566102
FULC,"Fulcrum Therapeutics, Inc.",12.82,790568240.5283606,,55.50735511,-2.5635,-2.2863,,166112000,61666800
CBAY,CymaBay Therapeutics Inc.,8.31,786799634.1692309,,,-1.2478,-1.2666,,240897000,94681100
LPG,Dorian LPG Ltd.,19.49,786431927.7773604,7.70470797,2.48713032,2.4265,1.7821,6.79416558,1049869999.9999998,40350500
RDFN,Redfin Corporation,7.22,785165768.7142857,,0.32303755,-2.6916,-1.1165,,1917200000,108749000
CDNA,"CareDx, Inc.",14.65,784321209.1426702,,2.5651096,-1.4003,-0.5869,,659035000,53537300
ADMA,ADMA Biologics Inc,3.6,783922813.4059947,,5.52362771,-0.3657,-0.5133,,595029000,217756000
AVXL,Anavex Life Sciences Corp.,10.05,783516270.8238637,,,-0.6243,-0.6238,,650048000,77961800
PNT,POINT Biopharma Global Inc.,7.41,782827571.3943089,,,-0.8719,-0.6216,,422745000,105645000
AGEN,Agenus Inc.,2.55,777269807.8517112,,8.3918356,-0.7995,-0.1054,,728804000,304812000
RBCAA,"Republic Bancorp, Inc.",44.17,776832773.0572678,,,4.6291,,,,19550934.4
UFCS,"United Fire Group, Inc",30.75,774818737.5000001,14.62450593,0.78593339,2.1031,3.2119,,773679000,25197400
KARO,Karooooo Ltd.,25,773777644.1389843,24.04296337,3.95804679,1.0893,0.9787,9.37834704,752580000,30951100
EOCW,Elliott Opportunity II Corp.,10.15,773303159.0335305,31.4516129,,0.3224,0.038,,740036000,76187500
BOC,Boston Omaha Corporation,26.01,772454392.3933434,,10.65082954,-0.3587,1.816,,693668000,29698360
GIII,"G-III Apparel Group, LTD.",16.26,772171121.0930233,4.52970366,0.25383526,3.6844,4.0511,5.30107489,1909910000,47489000
UVSP,Univest Financial Corporation,26.37,771123421.3368343,10.08015729,2.36797197,2.6592,2.64,,1153710000,29242500
CGBD,"Carlyle Secured Lending, Inc.",15.01,770970659.9269588,8.39511678,4.21250327,1.9672,2.8916,13.66575976,1696140000,51363800
ACEL,"Accel Entertainment, Inc.",8.8,769710280.4022348,12.24685276,0.91650333,0.7354,0.3335,8.27717863,991660000,87467100
BXC,Bluelinx Holdings Inc.,85.15,769370159.4523557,2.43357976,0.17180372,35.3865,29.9851,2.23335685,965255000,9035470
