Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
JOUT,Johnson Outdoors Inc.,66.9,0.79855356,0.53,Buy,23643,1581716.7,673234576.4667771,15.20678199,4.4383,1500,Consumer Durables,-355.18479236
USPH,"U.S. Physical Therapy, Inc.",95.2,-0.22010271,-0.21,Buy,71323,6789949.6,1237751303.2428467,31.85961866,2.9947,5500,Health Services,-25.98531768
PMTS,CPI Card Group Inc.,34.93,1.173063,0.405,Buy,21508,751274.44,397699694.9650978,16.38585667,2.1966,1150,Finance,-31.94155888
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one",1.75,2.33918129,0.04,Neutral,88597,155044.75,312489458,,,3641,Technology Services,-317.09927682
VSEC,VSE Corporation,53.25,0.01878287,0.01,Buy,32769,1744949.25,681582866.7824944,23.16797215,2.3039,2500,Industrial Services,-189.74915427
OCSL,Oaktree Specialty Lending Corporation,20.11,-0.93596059,-0.19,Sell,315988,6354518.68,1550074942.4463053,41.33577683,0.4911,,Finance,-68.49496338
BLKB,"Blackbaud, Inc.",61.3,-0.77695047,-0.48,Buy,60626,3716373.8,3254872233.3667855,,-0.6193,3600,Technology Services,70.80032131
CDAY,Ceridian HCM Holding Inc.,70.6,-2.91529153,-2.12,Buy,339512,23969547.2,10843797573.074806,,-0.5095,7462,Technology Services,83.44444444
PRLB,"Proto Labs, Inc.",29.43,-0.03396739,-0.01,Buy,57693,1697904.99,798050086.0954484,34.48114312,0.854,2663,Process Industries,-64.92102937
VIA,"Via Renewables, Inc.",6.51,1.40186916,0.09,Buy,65303,425122.53,233434053.90186915,,-0.2201,169,Utilities,-88.86113496
DOCN,"DigitalOcean Holdings, Inc.",29.14,-1.68690958,-0.5,Neutral,443420,12921258.8,2806097549.0553303,,-0.2383,786,Technology Services,156.5534999
EBF,"Ennis, Inc.",20.64,-0.57803468,-0.12,Sell,29183,602337.12,533263164.76300573,12.85528516,1.617,1997,Commercial Services,-10.16931906
VLGEA,"Village Super Market, Inc.",22.966,0.81650571,0.186,Neutral,8163,187471.458,298717736.69613695,10.47548975,2.3228,7177,Retail Trade,32.39739248
IAS,Integral Ad Science Holding Corp.,10.36,-0.86124402,-0.09,Buy,94552,979558.72,1593661875.031579,,-0.0062,760,Technology Services,88.11375717
PLOW,"Douglas Dynamics, Inc.",39.6615,-0.52294959,-0.2085,Buy,19624,778317.276,907724521.7583898,25.97732604,1.5349,1436,Producer Manufacturing,26.88290976
DLNG,Dynagas LNG Partners LP,2.96,0,0,Buy,47303,140016.88,108934650,1.8360005,1.6122,,Transportation,16.01679227
PLPC,Preformed Line Products Company,85.93,1.51210868,1.28,Buy,2322,199529.46,422761928.3492026,9.00666057,9.5052,2927,Producer Manufacturing,-10.88853746
ASLE,AerSale Corporation,18.33,1.52312379,0.275,Strong Buy,82192,1506579.36,949029640.3384103,21.27371274,0.9109,509,Distribution Services,485.65859664
RUTH,"Ruth's Hospitality Group, Inc.",17.13,-1.60827111,-0.28,Sell,216499,3708627.87,568752601.7231476,14.73301176,1.191,4527,Consumer Services,552.29793978
BELFA,Bel Fuse Inc.,38.07,2.89189189,1.07,Strong Buy,10498,399658.86,466810819.03945947,11.16037764,3.3153,6300,Electronic Technology,-113.5891287
THR,"Thermon Group Holdings, Inc.",22.69,0.53167922,0.12,Buy,72149,1637060.81,759961439.8706247,20.2767047,1.1228,1227,Producer Manufacturing,6.21474026
ITRN,Ituran Location and Control Ltd.,21.88,0.82949309,0.18,Sell,5883,128720.04,443446988.3668202,11.98563933,1.8105,2814,Communications,-21.4110848
MSGE,Madison Square Garden Entertainment Corp.,48.375,-0.87090164,-0.425,Buy,107656,5207859,1671361971.7315571,,-4.6555,10900,Consumer Services,-20.79601012
VVX,"V2X, Inc.",43.13,0,0,Buy,12460,537399.8,1314000241,36.70638298,1.195,8100,Commercial Services,-13.45731022
NEWT,"NewtekOne, Inc.",18.246,-1.7447496,-0.324,Buy,111232,2029539.072,445654074.4733441,,2.2646,104,Commercial Services,430.31035749
LEGH,Legacy Housing Corporation,19.42,-0.4613019,-0.09,Buy,40983,795889.86,473964898.2470529,7.83597076,2.5372,880,Consumer Durables,1213.15034822
HLX,"Helix Energy Solutions Group, Inc.",7.805,0.32133676,0.025,Buy,369540,2884259.7,1184963763.7506425,,-0.771,1327,Industrial Services,66.07006467
ASRT,"Assertio Holdings, Inc.",4.035,0.6234414,0.025,Buy,718877,2900668.695,194864741.40523693,7.48972731,0.5588,19,Health Technology,108.34070324
HAYN,"Haynes International, Inc.",55.675,1.80106052,0.985,Strong Buy,52157,2903840.975,697111484.0820992,15.29405185,3.6182,1223,Non-Energy Minerals,-680.2929101
MNTK,"Montauk Renewables, Inc.",11.285,-1.95482189,-0.225,Sell,78132,881719.62,1620567600.5690706,47.19147191,0.2459,132,Utilities,110.36419641
EVH,"Evolent Health, Inc",31.9,2.01471059,0.63,Buy,310617,9908682.3,3227992033.895107,,-0.0483,3500,Commercial Services,147.26908379
TG,Tredegar Corporation,11.67,-0.1710864,-0.02,Buy,31284,365084.28,396787464.20786995,7.34434881,1.5932,2400,Non-Energy Minerals,-16.47955315
EVCM,EverCommerce Inc.,10.25,-2.28789323,-0.24,Buy,116785,1197046.25,1980311812.416587,,-0.2396,2200,Technology Services,-48.97440511
DENN,Denny's Corporation,12.005,-0.62086093,-0.075,Buy,339889,4080367.445,687085432.5860928,7.22747397,1.6779,3300,Consumer Services,781.43380533
TTSH,"Tile Shop Holdings, Inc.",4.95,-0.2016129,-0.01,Buy,23456,116107.2,219593881.99596775,15.79114932,0.3166,1343,Retail Trade,-55.01823097
USLM,"United States Lime & Minerals, Inc.",150.78,-1.14083399,-1.74,Buy,430,64835.4,855456402.918568,20.49752046,7.4517,308,Non-Energy Minerals,-37.80464263
CSWC,Capital Southwest Corporation,18.89,-1.20292887,-0.23,Buy,163064,3080278.96,604660247.3525105,10.86116792,1.7604,23,Finance,21.9867104
DXLG,"Destination XL Group, Inc.",7.225,-1.83423913,-0.135,Buy,196692,1421099.7,451340392.11277175,5.4445924,1.4404,1353,Retail Trade,2911.87726823
AXON,"Axon Enterprise, Inc.",193.32,0.89243776,1.71,Buy,572516,110678793.11999997,13757685867.083136,133.45173422,1.4665,2148,Electronic Technology,318.48424505
ELF,"e.l.f. Beauty, Inc.",56.928,0.47299682,0.268,Buy,365646,20815495.488,3013660955.5603247,90.54010866,0.6558,303,Consumer Non-Durables,-36.11147341
TBLA,Taboola.com Ltd.,3.805,-1.42487047,-0.055,Buy,253675,965233.375,941160709.3160625,,-0.1039,1800,Technology Services,10015.63664901
BMRN,BioMarin Pharmaceutical Inc.,114.79,-2.11477786,-2.48,Buy,992057,113878223.03,21333597229.81624,281.83129056,0.4546,3045,Health Technology,821.86409645
FLWS,"1-800-FLOWERS.COM, Inc.",9.63,-4.93583416,-0.5,Neutral,204327,1967669.01,622392163.7028629,88.47161572,0.129,4700,Retail Trade,-151.84931101
CRD.A,Crawford & Company,6.46,3.52564103,0.22,Buy,13721,88637.66,309126222.4102564,,-0.0631,9400,Finance,-45.79744655
NINE,"Nine Energy Service, Inc.",13.22,1.53609831,0.2,Buy,695204,9190596.88,439185124.0107526,,-0.3158,944,Industrial Services,-289.92177678
LE,"Lands' End, Inc.",8.875,-1.49833518,-0.135,Buy,81824,726188,292894914.081576,,-0.0629,5000,Retail Trade,-26.27187561
IBEX,IBEX Limited,26.58,3.86869871,0.99,Strong Buy,30347,806623.26,485031770.40797186,19.70280259,1.3323,29987,Commercial Services,268.81870043
OSTK,"Overstock.com, Inc.",23.865,-1.38429752,-0.335,Buy,619685,14788782.525,1091579347.7460742,122.09889001,0.2051,1350,Retail Trade,-61.31933154
BBSI,"Barrett Business Services, Inc.",97.13,1.53669245,1.47,Strong Buy,20662,2006900.06,676205273.3478988,15.01326177,6.4511,121660,Commercial Services,51.21338628
ATCX,"Atlas Technical Consultants, Inc.",5.435,-3.29181495,-0.185,Strong Sell,142621,775145.135,212384936.91903913,,-0.3241,3450,Industrial Services,109.82895286
TRVG,trivago N.V.,1.755,2.03488372,0.035,Strong Buy,197366,346377.33,621050873,,-0.3601,809,Technology Services,1157.46833008
MSEX,Middlesex Water Company,83.23,-3.1420924,-2.7,Sell,123478,10277073.94,1468060315.7514253,35.78776394,2.4112,347,Utilities,11.31562835
DGII,Digi International Inc.,33.6,0.20876827,0.07,Sell,170415,5725944,1194692699.1231732,62.5093214,0.5503,790,Electronic Technology,-35.51725381
FF,FutureFuel Corp.,9.07,0.22099448,0.02,Buy,70502,639453.14,396932602.8353591,17.50822209,0.5169,470,Process Industries,-53.63447503
NABL,"N-able, Inc.",10.125,-0.9295499,-0.095,Sell,83508,845518.5,1829432095.1198628,156.26911315,0.0655,1399,Technology Services,-66.0028702
BBW,"Build-A-Bear Workshop, Inc.",23.89,-1.11754967,-0.27,Buy,90684,2166440.76,352388115.0310431,7.43430365,3.3378,3700,Retail Trade,139.17266187
KEN,Kenon Holdings Ltd.,30.64,-0.68071313,-0.21,Sell,22082,676592.48,1651019186.9743922,1.07429527,28.7165,228,Utilities,-238.91140706
CINT,CI&T Inc,7.6492,-0.53055917,-0.0408,Sell,23945,183160.094,990566391.713654,38.62380713,0.1992193,5564,Technology Services,25.30845879
GETY,"Getty Images Holdings, Inc.",5.49,-1.43626571,-0.08,Neutral,36978,203009.22,2167294175.8061047,,-0.3188,4,Technology Services,50.60925807
AVD,American Vanguard Corporation,21.94,-2.097278,-0.47,Sell,28042,615241.48,649020889.4582776,23.90910061,0.954,804,Process Industries,-1.76309813
NEOG,Neogen Corporation,19.965,-0.3742515,-0.075,Buy,781295,15598554.675,4315520429.139971,458.5812357,0.0439,2108,Health Technology,-19.80249002
NXGN,"NextGen Healthcare, Inc.",18.905,3.02452316,0.555,Strong Buy,273183,5164524.615,1248137485.6847413,54.41874259,0.3405,2655,Technology Services,-42.86905904
CLFD,"Clearfield, Inc.",70.85,2.44360902,1.69,Sell,450810,31939888.5,1077829979.9436092,19.48663041,3.5831,407,Electronic Technology,-191.98550723
LEE,"Lee Enterprises, Incorporated",20,-4.3062201,-0.9,Buy,6600,132000,119546296.65071772,,-0.1853,,Consumer Services,
GRNT,"Granite Ridge Resources, Inc.",7.06,-8.4306096,-0.65,Strong Sell,24785,174982.1,940889574.3320363,99.3556701,0.0776,1,Energy Minerals,-117.67362469
CALX,"Calix, Inc",51.855,1.47749511,0.755,Sell,877678,45511992.69,3393458085.846575,86.11391978,0.6295,,Electronic Technology,-71.69004964
VERX,"Vertex, Inc.",13.23,-0.67567568,-0.09,Neutral,65893,871764.39,1985027612.7972972,,-0.051,1300,Technology Services,63.98880481
FWRG,"First Watch Restaurant Group, Inc.",15.975,1.3642132,0.215,Buy,134621,2150570.475,945713870.506028,354.15730337,0.0464,,Consumer Services,156.3784275
SGU,Star Group L.P.,11.74,-1.26156434,-0.15,Sell,24132,283309.68,419936279.9747687,16.66666667,0.7134,3194,Energy Minerals,-71.73290702
SGFY,"Signify Health, Inc.",28.25,-0.5981703,-0.17,Sell,1192519,33688661.75,6663885924.568965,,-2.9274,2200,Technology Services,977.65957447
RCKY,"Rocky Brands, Inc.",30.5299,0.59275124,0.1799,Buy,7441,227172.9859,223674605.39906424,8.46913718,3.6265,2825,Consumer Non-Durables,-484.94296578
ACMR,"ACM Research, Inc.",12.045,-3.56285028,-0.445,Buy,906568,10919611.56,716199699.2485989,19.41551376,0.7279,877,Producer Manufacturing,-170.53782344
BVS,Bioventus Inc.,1.99,-5.68720379,-0.12,Strong Sell,167118,332564.82,154699797.0236967,,-2.0656,1200,Health Technology,-76.92818953
EPAC,Enerpac Tool Group Corp.,25.87,0.03866976,0.01,Buy,75990,1965861.3,1473897652.3743234,69.9107867,0.3727,2200,Producer Manufacturing,2.73930367
MESA,"Mesa Air Group, Inc.",2.89,-3.66666667,-0.11,Buy,357822,1034105.58,105129240.03666666,,-5.0421,2454,Transportation,-123.72236913
NHC,National HealthCare Corporation,57.9,0.95902354,0.55,Sell,10285,595501.5,888423532.3522232,27.814152,2.0654,12965,Health Services,-87.32261586
CHUY,"Chuy's Holdings, Inc.",33.4399,0.42012012,0.1399,Buy,20650,690533.935,601794195.2104685,26.26597255,1.2762,6700,Consumer Services,48.48076353
EPM,"Evolution Petroleum Corporation, Inc.",6.13,-4.21875,-0.27,Sell,227246,1393017.98,206681910.33593753,5.69496352,1.1333,8,Energy Minerals,82.80849245
AINC,Ashford Inc. (Holding Company),13.535,0.70684524,0.095,Sell,2601,35204.535,42162349.7890625,,-9.389,126,Commercial Services,-47.27685567
PAYA,Paya Holdings Inc.,9.72,0.10298661,0.01,Strong Buy,250731,2437105.32,1285360400.2430484,174.95495495,0.0556,300,Commercial Services,109.65423729
BOOM,DMC Global Inc.,21.15,-0.89034677,-0.19,Buy,45276,957587.4,413051973.61293334,,-0.1881,1503,Industrial Services,-230.05633291
AVID,"Avid Technology, Inc.",30.71,-0.45380875,-0.14,Buy,51648,1586110.08,1341757244.7536466,30.91492133,1.009,1405,Technology Services,64.39772023
PETQ,"PetIQ, Inc.",11.51,-2.29202037,-0.27,Buy,97389,1120947.39,336385137.6179966,,-1.901,1929,Health Technology,72.20390472
CRNC,Cerence Inc.,24.44,-2.08333333,-0.52,Buy,135827,3319611.88,976186765.8125,,-7.8866,1700,Technology Services,-131.41381412
SOI,"Solaris Oilfield Infrastructure, Inc.",10.12,-0.09871668,-0.01,Sell,72825,736989,471661831.99605125,19.42846183,0.5214,179,Technology Services,-108.07562768
CMCL,Caledonia Mining Corporation Plc,13.6,3.10841547,0.41,Neutral,16491,224277.6,235053033.63153908,5.50500835,2.396,,Non-Energy Minerals,-120.55772828
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",9.625,-1.28205128,-0.125,Neutral,35715,343756.875,218607331.74358976,10.40443923,0.9429,4173,Retail Trade,-31.66722633
LXFR,Luxfer Holdings PLC,16.22,-0.49079755,-0.08,Buy,31932,517937.04,441324136.8196318,18.39106397,0.8941,,Non-Energy Minerals,-59.13461538
APEI,"American Public Education, Inc.",11.82,-2.79605263,-0.34,Sell,40491,478603.62,223304341.08059207,,-5.2467,5800,Consumer Services,-88.87523819
UTI,Universal Technical Institute Inc,7.45,-1.32450331,-0.1,Buy,81062,603911.9,251622404.0662252,20.34492051,0.3784,1950,Commercial Services,-243.89678168
XNCR,"Xencor, Inc.",31.45,-3.23076923,-1.05,Buy,193951,6099758.95,1884610273.2015383,67.96319532,0.5319,254,Health Technology,-93.99086405
XELA,"Exela Technologies, Inc.",0.0622,-4.16024653,-0.0027,Sell,140286025,8725790.755,7600909.96302003,,-14.8695,17000,Technology Services,-204.28530065
SHEN,Shenandoah Telecommunications Co,19.25,-1.33264992,-0.26,Buy,29068,559559,964392377.6140442,,-0.2926,860,Communications,-319.71868193
LEU,Centrus Energy Corp.,41.42,1.79405259,0.73,Strong Buy,91303,3781770.26,602236660.2944213,5.06302338,8.2607,266,Non-Energy Minerals,-28.3557047
GRC,Gorman-Rupp Company (The),27.75,-2.32312566,-0.66,Buy,29637,822426.75,724376577.1119325,48.42338503,0.5867,1150,Producer Manufacturing,-17.32039015
RRGB,"Red Robin Gourmet Burgers, Inc.",8.7,-3.01003344,-0.27,Buy,74179,645357.3,138573997.65886286,,-3.477,22483,Consumer Services,364.92890995
CLAR,Clarus Corporation,10.15,1.80541625,0.18,Buy,266510,2705076.5,375920165.51153463,15.15197568,0.7073,950,Consumer Durables,-173.75422209
GAIN,Gladstone Investment Corporation - Business Development Company,13.6,-0.43923865,-0.06,Buy,67349,915946.4,451991438.12591505,10.76098944,1.2694,69,Finance,73.94768558
CVLT,"Commvault Systems, Inc.",63.02,-0.26902991,-0.17,Buy,148286,9344983.72,2806409077.424909,111.99929103,0.5797,2848,Technology Services,49.12894394
HLIT,Harmonic Inc.,14.25,-3.38983051,-0.5,Neutral,1133221,16148399.25,1502468936.6949153,38.97991543,0.4034,1267,Electronic Technology,303.01810865
XPEL,"XPEL, Inc.",76.71,2.06226716,1.55,Buy,118571,9095581.41,2118428378.4016764,52.91094685,1.4205,709,Consumer Durables,-30.81827199
PKOH,Park-Ohio Holdings Corp.,12.83,-4.96296296,-0.67,Sell,9290,119190.7,164507906.0414815,,-0.6692,6900,Producer Manufacturing,-273.02325581
SHAK,"Shake Shack, Inc.",55.45,-1.89313517,-1.07,Buy,379325,21033571.25,2337187062.3451877,,-0.5899,9695,Consumer Services,-83.56997972
HCSG,"Healthcare Services Group, Inc.",12.98,-0.76452599,-0.1,Strong Sell,298476,3874218.48,961662201.2981654,47.25433526,0.2768,39200,Commercial Services,-85.23948664
KAMN,Kaman Corporation,24.29,0.04118616,0.01,Buy,57448,1395411.92,680578958.9497528,37.96716185,0.6402,2846,Electronic Technology,13349.59349593
ORGO,Organogenesis Holdings Inc.,2.465,-5.19230769,-0.135,Strong Sell,369864,911714.76,322705710.1230769,5.70300504,0.4716,950,Health Technology,402.27644939
GASS,"StealthGas, Inc.",2.73,-0.72727273,-0.02,Sell,105329,287548.17,104291948.4218182,,-0.322,,Transportation,267.72461037
SHYF,"The Shyft Group, Inc.",32.36,-1.73094443,-0.57,Buy,77491,2507608.76,1134895073.7928941,30.18885222,1.1094,3800,Producer Manufacturing,2.42780835
NWPX,Northwest Pipe Company,36.42,-0.35567715,-0.13,Buy,21367,778186.14,361554463.1573188,14.33333333,2.5685,1256,Non-Energy Minerals,-145.33203404
VATE,INNOVATE Corp.,2.8799,-11.92966361,-0.3901,Buy,601409,1731997.7791,225657297.32253823,,-0.5037,3902,Industrial Services,180.68669528
NOTV,"Inotiv, Inc.",7.05,-5.62248996,-0.42,Neutral,317268,2236739.4,180526779.1566265,,-13.8591,2099,Commercial Services,-2305.38818076
VPG,"Vishay Precision Group, Inc.",42.615,-0.26913176,-0.115,Buy,19729,840751.335,578441622.8249475,17.62861504,2.4329,2600,Electronic Technology,37.73616452
SHLS,"Shoals Technologies Group, Inc.",26.445,-4.53068592,-1.255,Neutral,2080760,55025698.2,4424898529.556319,238.17712812,0.1167,697,Electronic Technology,-116.14482949
IIIV,"i3 Verticals, Inc.",28.79,-0.62133241,-0.18,Buy,38250,1101217.5,953446849.3607178,,-0.7697,1637,Technology Services,0.74205315
HCKT,"The Hackett Group, Inc.",22.02,-1.65252345,-0.37,Buy,45984,1012567.68,698102289.5372934,15.23440158,1.5352,1135,Commercial Services,2.22680706
TARO,Taro Pharmaceutical Industries Ltd.,29.865,-2.08196721,-0.635,Sell,6325,188896.125,1122542710.117869,24.95499918,1.2222,1455,Health Technology,-883.51873162
LGND,Ligand Pharmaceuticals Incorporated,68.43,-2.64618011,-1.86,Sell,35374,2420642.82,1156027528.3068717,,-1.2405,154,Health Technology,39.7163262
SRT,"StarTek, Inc.",4.05,-2.40963855,-0.1,Buy,14863,60195.15,163136949.18072286,22.39611441,0.186,45000,Commercial Services,-76.23717593
AGFS,"AgroFresh Solutions, Inc.",2.97,0,0,Buy,72814,216257.58,157540236,,-0.9374,300,Process Industries,194.60272627
OIS,"Oil States International, Inc.",8.35,-0.23894863,-0.02,Buy,180058,1503484.3,533582907.1087216,,-0.5354,2373,Industrial Services,-108.6020699
CLB,Core Laboratories N.V.,25.09,0.07977663,0.02,Buy,142715,3580719.35,1163456088.136418,76.80759804,0.3321,3700,Energy Minerals,-48.1688113
SAVE,"Spirit Airlines, Inc.",19.735,-0.12651822,-0.025,Strong Sell,553567,10924644.745,2148296125.9071355,,-3.4134,9218,Transportation,81.72217615
CSTE,Caesarstone Ltd.,6.0025,-0.62086093,-0.0375,Strong Sell,23292,139810.23,206942176.08692056,14.8695224,0.4071,2272,Non-Energy Minerals,452.34070221
HOLI,"Hollysys Automation Technologies, Ltd.",18.83,-0.68565401,-0.13,Buy,72562,1366342.46,1166764119.2747889,12.98897034,1.4777,4398,Producer Manufacturing,-53.9557169
CVT,Cvent Holding Corp.,6.63,-3.07017544,-0.21,Buy,207404,1375088.52,3234918461.3245616,,-0.2181,4300,Technology Services,235.20805821
VINP,Vinci Partners Investments Ltd.,9.38,-1.36698212,-0.13,Buy,20086,188406.68,515793915.2576236,13.0149172,0.7306505,244,Finance,41.22581286
ATEN,"A10 Networks, Inc.",15.22,0.06574622,0.01,Sell,443464,6749522.08,1117875746.1512165,30.2626343,0.5179,590,Technology Services,-13.13947643
KLXE,"KLX Energy Services Holdings, Inc.",14.87,-3.06388527,-0.47,Sell,109230,1624250.1,182535400.59647977,,-3.0355,1520,Energy Minerals,13.61867704
EWCZ,"European Wax Center, Inc.",18.58,1.7524644,0.32,Buy,213986,3975859.88,1180797065.596933,81.19164073,0.2271,111,Consumer Services,5459.65834428
STAA,STAAR Surgical Company,68.635,-4.54102921,-3.265,Buy,374027,25671343.14500001,3308639652.5116825,93.82748271,0.7899,806,Health Technology,141.62748067
FIGS,"FIGS, Inc.",8.445,-2.48267898,-0.215,Buy,1765050,14905847.25,1401556139.5271363,50.94117647,0.1847,264,Consumer Non-Durables,226.10079031
CCAP,"Crescent Capital BDC, Inc.",14.88,-0.8,-0.12,Buy,76829,1143215.52,459603910.8480001,17.8784267,0.839,,Finance,-9.99557158
MPX,Marine Products Corporation,12.66,-1.47859922,-0.19,Neutral,12437,157452.42,433194610.0902724,10.88614029,1.1804,,Consumer Durables,
WINA,Winmark Corporation,262.85,0.67409705,1.76,Buy,2462,647136.7,903622002.0381862,23.30557266,11.5581,85,Retail Trade,23.04248097
BIOX,Bioceres Crop Solutions Corp.,12.265,-1.88,-0.235,Sell,23295,285713.175,770201426.3988,,-0.1831,,Process Industries,-132.74184761
AMOT,"Allied Motion Technologies, Inc.",38.835,-0.62691914,-0.245,Buy,19032,739107.72,617080451.5674257,40.56045667,0.9937,1950,Producer Manufacturing,-24.44559384
SITM,SiTime Corporation,114.29,-5.37340619,-6.49,Neutral,109009,12458638.61,2450319214.445355,60.65689032,2.1632,279,Electronic Technology,152.55239119
